class,cap.diameter,stem.height,colour,water.content
poisonous,5.45,7.12,grey,55.79336501657963
poisonous,2.87,3.7,brown,51.771480264142156
edible,11.3,6.57,brown,35.24914716370404
edible,7.03,5.65,brown,66.52653400786221
poisonous,11.89,10.19,brown,49.84747455455363
edible,14.04,9.87,grey,35.326862167567015
poisonous,2.57,3.46,grey,60.033462066203356
poisonous,6.04,6.45,brown,69.09973561763763
poisonous,2.82,3.79,brown,54.58831033669412
edible,8.59,13.12,brown,60.05860961973667
poisonous,8.56,8.91,grey,61.57569226808846
poisonous,13.06,10.88,brown,43.12747265212238
poisonous,2.92,0,brown,38.629436902701855
poisonous,13.53,8,brown,56.3377230335027
poisonous,5.44,7.28,grey,32.206975147128105
edible,6,6.43,brown,52.09513710811734
poisonous,2,7.2,red,37.779595870524645
poisonous,8.48,5.65,brown,45.59989342465997
poisonous,2.45,2.84,brown,50.46027879230678
poisonous,13.55,11.56,red,55.16955045983195
edible,15.1,2.74,red,64.43298816680908
edible,8.14,6.22,brown,61.480382764711976
edible,2.88,6.93,grey,60.53455817513168
poisonous,6.23,4.17,brown,50.30214598402381
edible,1.52,4.87,brown,53.03460161201656
edible,11.34,7.39,brown,55.47406957484782
poisonous,7.13,1.46,brown,41.4240069501102
edible,4.58,3.74,grey,43.607401084154844
poisonous,7.5,7.86,grey,42.91528807953
edible,0.91,2.9,grey,51.23094202950597
edible,12.33,5.82,brown,46.96779674850404
edible,11.84,5.35,grey,37.233430463820696
poisonous,1.23,3.25,brown,64.06262439675629
edible,9.51,7.34,grey,44.128794660791755
edible,9.87,7.36,grey,45.70110115222633
poisonous,7.35,6.35,brown,54.596887631341815
poisonous,4.29,5.96,grey,31.241305582225323
poisonous,14.05,17.88,grey,31.56544373370707
edible,7.73,6.47,red,65.75418505817652
edible,6.61,13.62,grey,45.30201016925275
edible,1.08,2.75,grey,34.28532197140157
poisonous,2.56,4.48,brown,48.70949354022741
edible,7.93,5.09,brown,56.60261389799416
poisonous,14.04,6.48,brown,56.91530153155327
poisonous,6.62,12.41,brown,47.10841245017946
edible,6.15,11.41,red,59.54231505282223
poisonous,5.37,6.03,red,61.84539249166846
poisonous,2.01,5.14,brown,54.619924034923315
poisonous,2.61,2.67,brown,57.963707987219095
poisonous,4.14,4.99,red,36.19585674256086
poisonous,7.65,6.66,grey,30.064336322247982
poisonous,9.33,6.16,brown,49.918821305036545
poisonous,3.62,0,brown,47.58726069703698
poisonous,1.42,4.09,grey,33.695241529494524
poisonous,6.06,5.39,grey,53.73684619553387
poisonous,1.24,3.21,brown,43.272294383496046
poisonous,4.38,6.72,grey,38.74343347735703
edible,8.03,6.71,grey,32.050144681707025
edible,62.34,8.65,grey,61.13125663250685
poisonous,3.78,4.6,grey,33.800022937357426
edible,3.2,3.21,grey,31.849524527788162
edible,7.14,5.18,grey,63.33580625243485
edible,13.35,8.42,brown,45.3657806571573
poisonous,4.16,5.1,brown,52.31841175816953
edible,12.33,7.68,grey,37.07217271439731
poisonous,4.5,4.47,red,69.82499682344496
poisonous,9.61,9.9,grey,67.62113752774894
edible,1.23,3.82,grey,48.79462852142751
edible,5.6,4.03,grey,59.542140159755945
poisonous,9.31,3.3,grey,60.670163203030825
poisonous,10.21,10.71,brown,46.45076418295503
edible,6.86,5.63,red,44.46339309215546
poisonous,1.4,5.3,grey,51.60699915140867
poisonous,5.3,5.29,grey,55.345912808552384
poisonous,6.62,7.56,grey,39.91437666118145
poisonous,6.51,6.48,brown,67.1695813536644
edible,12.36,6.16,brown,52.823279993608594
edible,12.08,12.7,brown,36.174650294706225
edible,8.08,8.07,red,52.507012225687504
poisonous,5.63,8.31,red,64.09279523417354
edible,11.01,8.78,brown,49.33952487073839
edible,9.17,7.48,grey,59.404047736898065
edible,5.53,12.22,brown,64.92459708824754
edible,7.51,9.11,grey,65.6121586728841
edible,4.09,4.43,grey,34.02935888618231
poisonous,3.17,4.38,brown,55.85967722348869
edible,11.86,10.38,grey,59.008391154929996
poisonous,12.89,11.34,brown,42.46202706359327
edible,6.46,7.32,grey,42.170483181253076
poisonous,1.44,3.86,brown,51.530085960403085
edible,4.19,5.53,brown,50.172435427084565
poisonous,4.08,8.14,red,34.0162584092468
poisonous,3.39,4.82,brown,33.91432989388704
poisonous,3.2,3.45,red,47.61611169204116
edible,8.7,5.14,brown,54.18347225524485
edible,5.59,4.35,brown,47.333422815427184
poisonous,3.71,9.28,grey,31.98893502354622
poisonous,3.57,5.04,grey,34.173099379986525
poisonous,12.03,7.22,red,50.477727157995105
poisonous,8.26,7.64,grey,52.28884472511709
poisonous,8.81,5.65,grey,40.72782347910106
poisonous,5.66,5.2,grey,52.343711387366056
edible,3.85,6.23,grey,48.8860500138253
edible,4.56,5.67,red,58.510049702599645
poisonous,13.69,9.25,grey,42.436935901641846
edible,4.53,3.63,red,59.19675452634692
poisonous,4.23,5.78,red,60.30904984101653
poisonous,2.42,3.03,grey,37.22932358272374
poisonous,1.31,3.83,brown,69.46970920078456
edible,1.52,5.43,brown,64.1933502163738
poisonous,9.64,11.62,grey,37.955738976597786
poisonous,7.82,6.3,grey,46.47741969674826
edible,4.14,3.74,brown,34.818946635350585
edible,10.36,9.59,brown,59.95119882747531
edible,11.04,8.74,brown,50.403776625171304
poisonous,4.97,5.88,brown,53.08370331302285
poisonous,2.17,2.92,grey,56.858682222664356
edible,7.72,5,red,57.85344849340618
poisonous,6.44,6.91,brown,50.88407122530043
edible,8.18,8.45,brown,64.75755525752902
poisonous,3.97,4.24,brown,48.780441423878074
poisonous,7.04,7.31,brown,34.75427712313831
edible,8.66,9.04,grey,37.495337296277285
poisonous,2.29,8.14,brown,49.77564604021609
poisonous,7.33,6.42,grey,44.955003233626485
edible,2.46,5.57,grey,63.870757166296244
poisonous,5.89,4.02,red,47.90552484802902
edible,4.75,4.47,grey,48.68268046528101
poisonous,3.42,4.69,brown,33.3628938626498
poisonous,7.82,9.6,grey,31.697076549753547
edible,4.52,5.44,brown,65.37277408875525
poisonous,3.96,8.39,grey,69.06131602823734
poisonous,1.6,4.84,brown,53.252683533355594
poisonous,3.6,5.65,grey,69.14216604083776
edible,2.97,4.69,brown,49.09014129079878
poisonous,6.99,4.43,brown,49.92863990366459
edible,8.9,8.6,red,45.279129054397345
edible,1.16,4.16,brown,42.00214163400233
edible,7.85,8.34,brown,46.950415056198835
poisonous,5.63,6.99,brown,30.36635880358517
poisonous,2.3,7.72,brown,45.254867197945714
poisonous,3.89,4.18,red,63.11011319980025
edible,5.05,4.23,grey,36.61482217721641
edible,6.33,6.14,red,39.05724517069757
poisonous,5.56,5.72,brown,49.28627386689186
poisonous,0.6,4.9,grey,68.4672322217375
edible,9.12,5.1,brown,62.069726176559925
poisonous,3.17,0,brown,30.238047931343317
edible,6.37,6.81,grey,48.4876255504787
poisonous,0.6,3.92,brown,51.10451933927834
poisonous,8.03,4.48,grey,39.91233231499791
edible,2.66,3.15,grey,62.98892428167164
poisonous,17.28,6.19,grey,31.412302209064364
edible,8.05,4.91,grey,41.678315633907914
edible,2.32,5.77,brown,42.55463627167046
poisonous,6.14,4.54,red,69.81827141717076
poisonous,7.12,7.32,red,43.86473179794848
poisonous,4.03,4.95,grey,69.82318453490734
poisonous,1.35,1.36,grey,63.28205321915448
poisonous,0.84,2.74,red,44.46763086132705
edible,4.79,12.97,grey,64.47509591467679
poisonous,4.5,8.9,grey,63.273085756227374
edible,11.37,2.67,red,46.599055118858814
edible,13.39,10.27,brown,32.24402518942952
edible,9.95,8.48,red,66.41806759871542
edible,7.62,3.53,grey,64.75949695333838
poisonous,2.1,7.54,brown,45.13204528950155
poisonous,4.24,6.32,red,67.97785855829716
edible,2.94,4.58,brown,34.06919088214636
poisonous,8.44,15.29,brown,37.03295930288732
poisonous,5.43,6.43,grey,46.52634550817311
poisonous,11.97,4.91,grey,43.401766242459416
poisonous,8.21,15.44,grey,32.066123401746154
poisonous,4.05,4.76,grey,58.57489498332143
poisonous,1.49,4.07,grey,60.406606839969754
edible,2.56,5.83,grey,52.57399586029351
poisonous,8.14,7.22,red,44.04773912392557
poisonous,5.94,4.73,brown,54.401674484834075
edible,7.61,7.52,grey,67.91769459843636
poisonous,5.25,4.87,brown,48.59509203583002
poisonous,7.7,7.78,brown,50.76125765219331
poisonous,3.67,4.32,brown,52.39367286674678
poisonous,1.17,3.13,brown,68.20530872792006
poisonous,3.08,6.91,red,32.566794818267226
edible,7.89,7.07,red,50.16522625461221
poisonous,6.48,4.6,grey,64.59290323778987
poisonous,10.74,5.76,brown,61.99246817268431
edible,11.09,10.28,brown,31.17107684724033
edible,4.02,6.1,brown,49.4768344797194
poisonous,2.95,3.3,grey,50.207033259794116
poisonous,0.66,5.02,brown,35.34216491505504
edible,4.82,4.11,red,69.0182304661721
edible,4.15,4.7,red,69.74712980911136
poisonous,11.28,3.93,red,68.0707863625139
edible,8.18,7.41,grey,31.239707600325346
poisonous,1.57,4.46,red,63.272446943446994
poisonous,9.24,5.12,grey,56.24645699746907
poisonous,3.29,3.36,brown,60.474503710865974
poisonous,4.32,0,grey,52.936992049217224
poisonous,2.55,5.85,brown,46.31849524565041
poisonous,10.22,4.75,brown,55.952208545058966
edible,5.45,5.8,brown,37.30220256373286
poisonous,2.32,3.61,grey,49.15890220552683
edible,11.23,9.06,grey,39.19372878968716
poisonous,15.08,5.77,brown,34.30462610907853
poisonous,7.3,13.77,brown,52.708729868754745
poisonous,8.23,8.6,red,53.73547475785017
edible,4.42,6.64,brown,57.174546690657735
edible,8.42,23.52,grey,42.1669761557132
poisonous,2.35,3.2,brown,45.77035244554281
poisonous,3.53,4.82,grey,37.68010849133134
poisonous,1.58,6.32,brown,46.407263837754726
edible,11.17,12.58,grey,45.712462086230516
poisonous,3.28,4.88,grey,58.72266348451376
edible,7.86,5.51,brown,40.31160291284323
poisonous,11.29,7.74,brown,42.20919759944081
poisonous,4.66,3.71,grey,43.55627428740263
poisonous,2.94,8.76,grey,66.10080741345882
poisonous,6.12,7.32,grey,62.73171816021204
edible,3.77,7.96,grey,42.57307564839721
edible,4.72,4.73,grey,35.10505746118724
poisonous,4.44,4.76,grey,62.59213786572218
edible,6.42,5.17,brown,51.45142627879977
edible,46.92,5.97,grey,45.307755237445235
edible,12.38,8.31,red,31.825244296342134
poisonous,2.51,6.3,grey,62.18941908329725
edible,5.44,5.57,grey,60.647492883726954
edible,9.02,7.62,brown,60.12975334189832
edible,3.71,4.96,grey,32.63225223869085
poisonous,3.54,6.02,grey,35.34135087393224
poisonous,3.14,3.04,grey,39.26979751326144
edible,8.81,8.12,red,45.40859527885914
poisonous,1.18,3.93,grey,42.71712466143072
poisonous,1.32,3.69,brown,30.51613999530673
poisonous,5.16,5.82,brown,47.50538285821676
edible,7.34,6.85,red,54.46020578965545
poisonous,6.23,5.58,grey,42.150231720879674
poisonous,1.75,6.46,grey,49.903362123295665
poisonous,6.36,5.54,grey,48.21642848663032
poisonous,2.57,6.99,grey,41.00800377316773
poisonous,2.11,5.7,grey,57.85760749131441
edible,2.41,5.78,grey,34.59967511706054
edible,8.12,7.08,red,43.95419233478606
edible,2.99,3.68,grey,65.21830705925822
poisonous,8.51,7.68,brown,34.57091886550188
poisonous,8.09,9.27,grey,50.093064326792955
edible,2.36,8.5,grey,44.24018000252545
edible,8.58,6.38,red,51.40270416624844
edible,9.27,7.15,red,33.51593096740544
edible,3.54,4.74,red,50.867127906531096
poisonous,3.61,4.84,grey,36.74106084741652
edible,6.56,5.18,red,54.64496034197509
edible,2.5,5.41,brown,60.626291474327445
poisonous,9.06,5.86,grey,63.91140418127179
edible,6.66,6.87,grey,34.543222608044744
edible,1.64,5.11,grey,49.09026715904474
edible,6.27,4.2,grey,43.75938517972827
poisonous,5.57,4.59,brown,66.29908408969641
edible,6.31,5.7,grey,48.48173032514751
edible,8.74,7.43,brown,46.16391464136541
poisonous,8.88,8.65,grey,62.38605571910739
edible,9.93,9.31,brown,38.647290132939816
edible,5,4.94,grey,41.7275223787874
poisonous,4.76,7.1,red,55.57933183386922
edible,4.21,3.88,brown,52.38118443638086
poisonous,5.1,6.69,grey,57.20612680539489
poisonous,4.02,6.15,brown,41.33243080228567
edible,5.32,4.61,grey,59.006965504959226
edible,6.97,3.37,grey,50.732666263356805
poisonous,9.5,11.31,brown,33.7409089691937
poisonous,11.03,3.66,brown,66.17294107563794
poisonous,9.01,10.12,grey,55.60707379132509
poisonous,2.3,6.82,grey,54.586766734719276
poisonous,8.81,11.29,brown,64.83987299725413
poisonous,7.88,4.39,red,34.829857060685754
poisonous,9.04,8.71,brown,33.715288415551186
poisonous,10.57,9.06,brown,54.731911616399884
edible,57.08,7.85,brown,40.95583947375417
poisonous,4.41,8.74,grey,58.501633033156395
poisonous,1.7,2.14,brown,62.1372377499938
poisonous,3.97,4.99,brown,66.49170252494514
poisonous,2.38,6.42,grey,37.3906369227916
edible,3.62,4.15,grey,68.68596593849361
poisonous,12.76,10.64,brown,33.49123338237405
edible,9.46,5.36,brown,66.38317999430001
edible,1,6.02,brown,32.7117919549346
poisonous,7.93,6.69,red,63.941976483911276
poisonous,2.67,4.3,brown,54.653537599369884
edible,6.59,4.93,grey,64.40085096284747
edible,13.92,8.14,grey,48.429696122184396
poisonous,0.73,3.33,brown,32.35530671663582
edible,7.98,12.05,red,32.120410948991776
edible,0.62,4.54,brown,50.729965567588806
poisonous,9.64,9.8,brown,48.96319321356714
edible,9.57,9.24,brown,54.745308477431536
poisonous,7.1,7.29,grey,48.57106778770685
edible,7.72,3.84,grey,69.33830446563661
poisonous,6.07,6.14,brown,42.1539587341249
poisonous,3.34,8.29,grey,53.63577216863632
poisonous,3.27,3.78,grey,53.08731862343848
edible,6.7,4.38,red,33.92844463698566
poisonous,2.35,7.75,brown,44.33648280799389
poisonous,10.47,4.85,grey,52.6543159596622
poisonous,4.07,5.77,brown,41.12958655692637
poisonous,6.66,6.41,grey,32.01004412956536
edible,4.2,2.57,brown,52.93396908789873
poisonous,5.21,3.54,brown,49.59290290251374
edible,4.79,8.29,grey,58.625548388808966
edible,5.41,4.46,brown,43.40223523788154
poisonous,6.37,8.09,grey,63.124509705230594
edible,3.38,4.28,grey,57.00252728536725
edible,6.09,6.05,grey,45.339725483208895
edible,5.9,6.89,grey,51.87977612949908
poisonous,4.69,3.31,brown,55.95757740549743
poisonous,14.41,17.1,brown,67.65528865158558
edible,1.67,5.38,grey,67.1064736507833
poisonous,8,7.5,brown,30.667533073574305
edible,3.43,4.43,red,63.04133811034262
edible,0.7,4.62,brown,35.22881054319441
poisonous,3.87,5.68,red,55.56609997525811
edible,3.67,3.46,brown,42.59303876198828
poisonous,6.19,15.45,red,34.75648896768689
poisonous,11.5,4.09,grey,41.29674702882767
poisonous,11.37,6.72,grey,37.95505130663514
edible,10.58,9.09,brown,47.43910564109683
poisonous,4.95,6.47,brown,60.32203245908022
poisonous,10.73,12.08,red,45.68615200929344
edible,7.42,6.17,grey,51.91154971718788
edible,17.73,7.25,brown,65.03726886585355
edible,3.96,3.59,brown,59.57993815653026
edible,9.9,7.12,brown,34.05159557238221
poisonous,7.74,5.5,brown,60.484396824613214
edible,4.24,4.09,grey,44.1249509062618
edible,4.78,4.6,grey,36.29921838641167
edible,11.51,7.14,brown,37.34277039766312
poisonous,7.13,6.46,grey,66.92982683889568
edible,18.71,7.31,grey,53.28501187264919
poisonous,2.15,4.89,grey,32.94786215759814
edible,5.97,5.94,grey,53.855049135163426
poisonous,4.29,6.23,brown,40.557151874527335
poisonous,8.6,7.14,brown,39.610769459977746
poisonous,4.33,6.24,grey,61.868517491966486
edible,5.47,13,brown,39.1454840824008
edible,5.9,7.75,brown,47.71556860767305
poisonous,3.09,4.95,brown,37.05848591402173
edible,6.81,7.26,grey,41.476600989699364
edible,14.97,16.85,brown,52.23504395224154
edible,10.44,8.04,grey,61.96581264026463
edible,5.06,5.46,brown,67.09139818325639
poisonous,3.18,3.31,brown,44.335786094889045
edible,6.42,4.96,grey,50.8945394679904
edible,0.69,4.67,brown,54.723208555951715
edible,9.89,6.24,grey,68.98441383615136
edible,5.03,6.52,brown,36.430522268638015
edible,9.96,8.26,grey,51.94959679618478
poisonous,9.31,12.05,brown,42.3146883957088
edible,6.74,6.14,brown,61.08253794722259
poisonous,7.03,8.71,grey,46.27770544029772
poisonous,4.64,0,grey,63.39183163829148
edible,1.45,5.07,brown,33.94915913231671
edible,6.7,5.69,grey,37.97699695453048
poisonous,1.71,2.98,brown,47.856293777003884
poisonous,2.56,4.95,brown,52.93883502483368
edible,8.05,6.81,red,64.027417646721
edible,3.24,4.76,brown,67.41642664186656
edible,6.94,6.78,brown,41.239568665623665
poisonous,1.22,2.97,brown,56.283403700217605
poisonous,1.53,5.43,brown,59.76417736150324
poisonous,1.48,3.89,grey,45.71250501088798
poisonous,6.62,5.85,brown,59.05428773723543
poisonous,9.99,10.94,brown,51.863901196047664
poisonous,5.05,4.53,red,60.864572543650866
poisonous,4.78,6.29,brown,36.96528635919094
poisonous,3.13,8.7,brown,32.1353917196393
poisonous,7.34,5.98,brown,30.167505415156484
edible,2.52,4.39,grey,47.30530459433794
edible,11.55,10.06,brown,37.48555495403707
edible,1.65,5,brown,64.75865558721125
edible,1.14,6.39,brown,50.21453717723489
poisonous,11.86,6.79,brown,61.4633846655488
poisonous,3.94,5.72,red,32.30809634551406
edible,1.61,5.28,red,50.21855506114662
poisonous,3.73,5.82,brown,61.913889376446605
poisonous,7.7,4.31,grey,65.82843881100416
edible,3.96,7.51,grey,44.63527202606201
poisonous,7.06,6.28,grey,43.626565523445606
edible,6.3,5.19,grey,68.03053648211062
poisonous,14.93,8.57,grey,44.89060182124376
edible,19.26,7.06,brown,45.87734108790755
poisonous,4.08,4.99,grey,63.88945061713457
poisonous,7.61,5.95,grey,33.10729084536433
poisonous,2.18,7.99,grey,63.331390507519245
poisonous,2.78,3.59,brown,54.14501805789769
edible,3.81,5.92,brown,65.33508708700538
poisonous,2.94,7.11,red,64.2650806158781
poisonous,8.84,8.12,red,66.07009265571833
edible,8.42,8.21,brown,51.284660110250115
edible,2.72,3.71,brown,40.88499509729445
poisonous,1.2,3.22,grey,46.92392775788903
edible,9,4.64,brown,57.97780589200556
edible,4.55,5.67,grey,67.2103010583669
edible,7.4,6.96,grey,68.2650943659246
poisonous,3.96,0,grey,58.84572667069733
poisonous,7.65,13.31,brown,61.954776011407375
edible,15.03,11.8,brown,49.64564261958003
poisonous,7.63,12.31,brown,39.62821951135993
poisonous,1.92,7.23,grey,48.21756724268198
edible,11.55,13.03,red,32.910796366631985
edible,6.73,5.61,brown,68.98084681481123
edible,8.27,7.12,brown,40.19413557834923
poisonous,5.24,3.76,grey,36.65798973292112
poisonous,2.8,2.86,red,69.39795155078173
poisonous,2.17,3.68,grey,39.630089523270726
edible,8.25,7.67,grey,51.167844496667385
poisonous,2.64,5.34,brown,35.44517426751554
poisonous,11.3,11.98,brown,58.547148099169135
poisonous,7.03,4.6,brown,62.856688825413585
edible,11.34,6.35,grey,36.12218376249075
edible,17.98,17.08,brown,32.06683254800737
edible,3.76,4.71,brown,40.9261448122561
edible,3.29,5.88,grey,43.73919729143381
edible,3.63,3.44,brown,60.83576877601445
poisonous,3.98,11.03,grey,32.643964448943734
poisonous,11.37,6.42,brown,56.66612352244556
poisonous,8.35,9.48,red,57.34415119513869
poisonous,5.73,5.89,grey,39.83078255318105
edible,6.6,6,brown,59.796988470479846
edible,6.01,12.15,brown,63.98149684071541
poisonous,1.8,5.8,brown,32.77827251702547
poisonous,3.29,5.24,grey,38.46209632232785
poisonous,2.39,2.75,brown,62.009959276765585
poisonous,5.37,3.92,grey,32.45687339454889
edible,4.07,7.13,brown,69.76816806942225
poisonous,14.14,5.15,red,66.36328406631947
edible,3.72,5.99,brown,54.13901897147298
edible,15.13,23.77,brown,60.04151524044573
poisonous,5.65,8.65,grey,59.98403308913112
poisonous,3.66,4.44,red,44.15228843688965
edible,2.98,4.48,grey,55.25336333550513
poisonous,3.65,5.31,brown,62.77096692472696
poisonous,7.17,4.16,grey,51.08296995051205
poisonous,1.1,2.04,grey,69.28257359191775
poisonous,9.77,8.35,brown,57.30331408791244
poisonous,3.39,3.72,red,39.70839166082442
edible,1.37,4.72,brown,47.94072759337723
poisonous,4.57,1.41,grey,32.95034974813461
poisonous,12.23,10.79,brown,60.66110257059336
poisonous,1.5,3.04,grey,39.064919892698526
poisonous,8.05,5.92,grey,58.34175914525986
poisonous,11.92,5.26,brown,39.38233457505703
poisonous,9.64,8.13,brown,40.876978086307645
poisonous,4.04,5.71,grey,53.762607891112566
edible,4.54,2.71,brown,42.245971439406276
poisonous,7.81,4.69,red,36.08354629948735
poisonous,3.51,4.25,brown,64.79382229037583
poisonous,6.92,5.83,grey,52.34020981006324
